"","PlayerId","SystemConfiguration","NumberOfGoals","NumberOfOperatorsPreCompilation","NumberOfPredicatesPreCompilation","NumberOfOperatorsPostCompilation","NumberOfPredicatesPostCompilation","NumberOfObservationsInput","NumberOfPlayerActionsTaken","Runtime","PlanRecognitionPrecision","PlanRecognitionRecall","PlanRecognitionF1Score","PlanRecognitionLevenshteinDistance","GoalRecognitionPrecision","GoalRecognitionRecall","GoalRecognitionF1Score","GoalRecognitionLevenshteinDistance","IndexterCalculationTime"
"159",-1328595570," windowed",26,14,15,662,718,7,62,1754.292,0.229166666666667,0.132530120481928,0.16793893129771,239,-1,0,0,21,0
"160",-1328595570," windowed",26,14,15,662,718,7,63,1597.758,0.170212765957447,0.0963855421686747,0.123076923076923,242,-1,0,0,21,0
"161",-1328595570," windowed",26,14,15,662,718,7,64,1930.367,0.26530612244898,0.156626506024096,0.196969696969697,227,-1,0,0,21,0
"162",-1328595570," windowed",26,14,15,662,718,7,65,1825.564,0.155555555555556,0.0843373493975904,0.109375,241,-1,0,0,21,0
"163",-1328595570," windowed",26,14,15,662,718,7,66,1582.186,0.185185185185185,0.120481927710843,0.145985401459854,233,-1,0,0,21,0
"164",-1328595570," windowed",26,14,15,662,718,7,67,1903.171,0.222222222222222,0.144578313253012,0.175182481751825,234,-1,0,0,21,0
"165",-1328595570," windowed",26,14,15,662,718,7,68,1457.219,0.106382978723404,0.0602409638554217,0.0769230769230769,245,-1,0,0,21,0
"166",-1328595570," windowed",26,14,15,662,718,7,69,1909.635,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"167",-1328595570," windowed",26,14,15,662,718,7,70,1887.376,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"168",-1328595570," windowed",26,14,15,662,718,7,71,1878.056,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"169",-1328595570," windowed",26,14,15,662,718,7,72,1880.039,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"170",-1328595570," windowed",26,14,15,662,718,7,73,1867.05,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"171",-1328595570," windowed",26,14,15,662,718,7,74,1884.303,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"172",-1328595570," windowed",26,14,15,662,718,7,75,1876.488,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"173",-1328595570," windowed",26,14,15,662,718,7,76,1856.564,0.192307692307692,0.120481927710843,0.148148148148148,239,-1,0,0,21,0
"174",-1328595570," windowed",26,14,15,662,718,7,77,2417.392,0.282608695652174,0.156626506024096,0.201550387596899,266,-1,0,0,21,0
"175",-1328595570," windowed",26,14,15,662,718,7,78,2616.115,0.12,0.072289156626506,0.0902255639097744,218,-1,0,0,21,0
"176",-1328595570," windowed",26,14,15,662,718,7,79,539.817,0.217391304347826,0.120481927710843,0.155038759689922,256,-1,0,0,21,0
"177",-1328595570," windowed",26,14,15,662,718,7,80,463.891,0.324324324324324,0.144578313253012,0.2,269,-1,0,0,21,0
"178",-1328595570," windowed",26,14,15,662,718,7,81,524.609,0.209302325581395,0.108433734939759,0.142857142857143,251,-1,0,0,21,0
"179",-1328595570," windowed",26,14,15,662,718,7,82,2860.778,0.135593220338983,0.0963855421686747,0.112676056338028,192,-1,0,0,21,0
"180",1653940181," windowed",26,14,15,641,706,1,1,1178.64,0.256410256410256,0.111111111111111,0.155038759689922,277,-1,0,0,12,0
"181",1653940181," windowed",26,14,15,642,708,2,2,1473.17,0.163265306122449,0.0888888888888889,0.115107913669065,263,-1,0,0,12,0
"182",1653940181," windowed",26,14,15,644,710,3,3,1453.227,0.162790697674419,0.0777777777777778,0.105263157894737,278,-1,0,0,12,0
"183",1653940181," windowed",26,14,15,647,712,4,4,1859.663,0.125,0.0666666666666667,0.0869565217391304,273,-1,0,0,12,0
